_id,PLAY_DATE,PLAY_NAME,THEATER_NAME,PLAY_CATEGORY,IS_GUEST_PLAY,PLAY_TYPE,LONGITUDE,LATITUDE,NUMBER_OF_AUDIENCE
1,2017-12-27,KARAGÖZ' ÜN UYKUSU,Gaziosmanpaşa Ferih Egemen Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.9164819999999985,41.0578459999999978,50
2,2019-03-28,ŞAHANE ZÜĞÜRTLER,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.0234079999999999,40.9917700000000025,1
3,2017-11-30,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı,28.9709719999999997,41.0793660000000003,84
4,2020-01-24,ÇIN SABAHTA,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.9164819999999985,41.0578459999999978,46
5,2019-01-27,POLLYANNA,Kağıthane Sadabad Sahnesi,Çocuk,0,Yabancı,28.9709719999999997,41.0793660000000003,150
6,2018-11-25,BENİM GÜZEL PABUÇLARIM,Kağıthane Sadabad Sahnesi,Çocuk,0,Yerli,28.9709719999999997,41.0793660000000003,127
7,2018-10-28,HİSSE-İ ŞAYİA (BİR EVLİLİK KOMEDİSİ),Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.0234079999999999,40.9917700000000025,2
8,2019-12-15,HARİKALAR MUTFAĞI,Üsküdar Kerem Yılmazer Sahnesi,Çocuk,0,Yerli,29.0238170000000011,41.0170639999999977,1
9,2018-11-24,HAYAL-İ TEMSİL,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yerli,28.9888289999999991,41.0467879999999994,52
10,2018-01-28,CİBALİ KARAKOLU,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı,28.9709719999999997,41.0793660000000003,3
11,2019-02-28,BİR GÜN AYAKKABIMIN TEKİ,Kağıthane Küçük Kemal Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.9709719999999997,41.0793660000000003,12
12,2019-04-06,HİSSE-İ ŞAYİA (BİR EVLİLİK KOMEDİSİ),Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli,28.9709719999999997,41.0793660000000003,60
13,2019-09-30,MACBETH,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.9709719999999997,41.0793660000000003,41
14,2019-12-19,ÇIN SABAHTA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.0128999999999984,41.019561000000003,14
15,2018-12-27,ŞAHANE ZÜĞÜRTLER,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yabancı,29.0238170000000011,41.0170639999999977,86
16,2020-01-04,KAHVEDE ŞENLİK VAR,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.9164819999999985,41.0578459999999978,157
17,2019-03-07,FELATUN BEY İLE RAKIM EFENDİ,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli,28.9709719999999997,41.0793660000000003,48
18,2020-03-05,"AY, CARMELA!",Gaziosmanpaşa Sahnesi,Yetişkin,0,Yabancı,28.9164819999999985,41.0578459999999978,48
19,2019-12-22,PALYAÇO PRENS,Sultangazi Hoca Ahmet Yesevi Sahnesi,Çocuk,0,Yerli,28.8765776999999986,41.0977446799999981,320
20,2020-01-22,BİR KÜMES HİKAYESİ,Kağıthane Sadabad Sahnesi,Çocuk,0,Yerli,28.9709719999999997,41.0793660000000003,37
21,2020-09-22,DÜNYANIN EN GÜZEL ARABİSTANI / EKİP TİYATROSU, EKİP TİYATROSU,Yetişkin,0,Yerli,28.9164819999999985,41.0578459999999978,38
22,2018-02-11,KARAGÖZ' ÜN UYKUSU,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.015900000000002,21
23,2019-09-23,MATRUŞKA,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900000000002,25
24,2019-05-12,KÖTÜ APTAL VE CAHİL (İBBŞT GENÇ TİYATRO),Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,1,Yabancı,29.0128999999999984,41.019561000000003,4
25,2017-10-28,GEÇ KALANLAR,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900000000002,86
26,2020-03-07,BEN ÇAĞIRMADIM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900000000002,31
27,2018-01-05,SIZI,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yerli,28.9888289999999991,41.0467879999999994,66
28,2019-04-26,FELATUN BEY İLE RAKIM EFENDİ,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.9888289999999991,41.0467879999999994,24
29,2019-10-28,HARİKALAR MUTFAĞI,Üsküdar Musahipzade Celãl Sahnesi,Çocuk,0,Yerli,29.0128999999999984,41.019561000000003,38
30,2017-11-08,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yabancı,28.9888289999999991,41.0467879999999994,142
31,2019-01-23,BİR GÜN AYAKKABIMIN TEKİ,Kağıthane Sadabad Sahnesi,Çocuk,0,Yerli,28.9709719999999997,41.0793660000000003,49
32,2019-01-10,NORA - BİR BEBEK EVİ,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yabancı,28.9164819999999985,41.0578459999999978,17
33,2019-12-01,ÇIN SABAHTA,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900000000002,67
34,2018-11-29,HARİKALAR MUTFAĞI,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.0234079999999999,40.9917700000000025,2
35,2020-01-05,"AY, CARMELA!",Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.0128999999999984,41.019561000000003,11
36,2019-04-07,"MURAT GARİPAĞAOĞLU ""KÜÇÜKLERE MASALLAR""",Kağıthane Küçük Kemal Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yabancı,28.9709719999999997,41.0793660000000003,4
37,2019-09-22,UZLAŞMA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.0128999999999984,41.019561000000003,40
38,2018-03-19,ÇİNGENELER GÖKYÜZÜNDE YAŞAR,Ümraniye Sahnesi,Müzikal,0,Yabancı,29.1047979999999988,41.0250249999999994,9
39,2019-09-19,BİZİM AİLE,Ümraniye Sahnesi,Müzikal,0,Yerli,29.1047979999999988,41.0250249999999994,244
40,2018-04-01,HAYAL-İ TEMSİL,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.0128999999999984,41.019561000000003,51
41,2019-02-03,AMANVERMEZ AVNİ,Ümraniye Sahnesi,Yetişkin,0,Yerli,29.1047979999999988,41.0250249999999994,20
42,2018-11-06,NORA - BİR BEBEK EVİ,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.9709719999999997,41.0793660000000003,26
43,2019-11-14,HASTALIK HASTASI,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yabancı,28.9164819999999985,41.0578459999999978,2
44,2018-01-08,KAHVEDE ŞENLİK VAR,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900000000002,126
45,2019-03-12,OCAK'TA BAHAR,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.1047979999999988,41.0250249999999994,21
46,2019-01-28,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı,28.9709719999999997,41.0793660000000003,100
47,2019-12-14,YAŞAYAN SAYFALAR,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.015900000000002,8
48,2019-02-09,CAN YELEĞİ,Sultangazi Hoca Ahmet Yesevi Sahnesi,Yetişkin,0,Yerli,28.8765776999999986,41.0977446799999981,1
49,2020-02-27,HASTALIK HASTASI,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.9888289999999991,41.0467879999999994,10
50,2020-01-26,ŞAHANE ZÜĞÜRTLER,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.9709719999999997,41.0793660000000003,47
51,2018-01-06,MACBETH,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.9709719999999997,41.0793660000000003,46
52,2018-02-10,MACBETH,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.1047979999999988,41.0250249999999994,20
53,2017-10-25,BİZİM AİLE,Üsküdar Musahipzade Celãl Sahnesi,Müzikal,0,Yerli,29.0128999999999984,41.019561000000003,85
54,2019-03-11,BİSKÜVİ ADAM,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yabancı,28.956194,41.015900000000002,38
55,2018-03-19,MACBETH,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.9709719999999997,41.0793660000000003,29
56,2017-12-15,YAŞASIN BARIŞ,Gaziosmanpaşa Sahnesi,Çocuk,0,Yerli,28.9164819999999985,41.0578459999999978,2
57,2019-11-21,HASTALIK HASTASI,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.9709719999999997,41.0793660000000003,245
58,2019-03-18,BENİM GÜZEL PABUÇLARIM,Gaziosmanpaşa Sahnesi,Çocuk,0,Yerli,28.9164819999999985,41.0578459999999978,5
59,2020-02-20,PERİKIZ,Kağıthane Sadabad Sahnesi,Çocuk,0,Yerli,28.9709719999999997,41.0793660000000003,49
60,2019-06-08,FELATUN BEY İLE RAKIM EFENDİ,Harbiye Cemil Topuzlu Açıkhava Sahnesi,Müzikal,0,Yerli,28.9904399999999995,41.0457770000000011,64
61,2018-12-27,AMANVERMEZ AVNİ,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.0128999999999984,41.019561000000003,104
62,2018-10-23,AY IŞIĞINDA ŞAMATA,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.9164819999999985,41.0578459999999978,526
63,2019-02-03,ŞAHANE ZÜĞÜRTLER,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.1047979999999988,41.0250249999999994,11
64,2018-01-18,KAHVEDE ŞENLİK VAR,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.0128999999999984,41.019561000000003,1197
65,2019-12-19,RÜYA,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.0234079999999999,40.9917700000000025,2
66,2019-10-04,CAN YELEĞİ,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.9164819999999985,41.0578459999999978,12
67,2020-01-10,HASTALIK HASTASI,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.9888289999999991,41.0467879999999994,38
68,2019-03-17,ÜZGÜN AĞAÇLAR ÜLKESİ,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.9888289999999991,41.0467879999999994,110
69,2018-03-05,POLLYANNA,Kağıthane Sadabad Sahnesi,Çocuk,0,Yabancı,28.9709719999999997,41.0793660000000003,90
70,2019-11-28,TATLI KAÇIK,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yabancı,28.9164819999999985,41.0578459999999978,53
71,2018-12-25,FELATUN BEY İLE RAKIM EFENDİ,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli,28.9709719999999997,41.0793660000000003,1110
72,2019-03-01,MEVLANA'DAN ÖYKÜLER,Ümraniye Sahnesi,Çocuk,0,Yerli,29.1047979999999988,41.0250249999999994,1
73,2018-02-03,ŞEKERPARE,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.9888289999999991,41.0467879999999994,49
74,2017-10-23,FEHİM PAŞA KONAĞI,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli,28.9709719999999997,41.0793660000000003,79
75,2018-03-25,ELMA KURDU KIRTIK,Ümraniye Sahnesi,Çocuk,0,Yerli,29.1047979999999988,41.0250249999999994,61
76,2020-02-10,FELATUN BEY İLE RAKIM EFENDİ,Sultangazi Hoca Ahmet Yesevi Sahnesi,Müzikal,0,Yerli,28.8765776999999986,41.0977446799999981,12
77,2018-12-26,MACBETH,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.9888289999999991,41.0467879999999994,378
78,2018-12-07,KARAGÖZ ÇİFTLİK BEKÇİSİ,Üsküdar Kerem Yılmazer Sahnesi,Çocuk,0,Yerli,29.0238170000000011,41.0170639999999977,11
79,2018-11-18,KOMİK-İ ŞEHİR NAŞİT BEY,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.9164819999999985,41.0578459999999978,27
80,2019-01-09,SON,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.0234079999999999,40.9917700000000025,82
81,2019-05-10,AYI (DİYARBAKIR ORTADOĞU KOLEJİ),Ümraniye Sahnesi,Yetişkin,1,Yabancı,29.1047979999999988,41.0250249999999994,27
82,2019-03-02,BİZİM AİLE,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.9888289999999991,41.0467879999999994,85
83,2020-02-08,NORA - BİR BEBEK EVİ,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900000000002,7
84,2019-10-14,İKİ EFENDİNİN UŞAĞI,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.9888289999999991,41.0467879999999994,87
85,2018-01-06,GEÇ KALANLAR,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.9164819999999985,41.0578459999999978,122
86,2019-02-28,BİR KÜMES HİKAYESİ,Kağıthane Sadabad Sahnesi,Çocuk,0,Yerli,28.9709719999999997,41.0793660000000003,70
87,2020-02-24,YANGINLAR (KONUK OYUN),Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.9888289999999991,41.0467879999999994,64
88,2017-11-27,ÇİNGENELER GÖKYÜZÜNDE YAŞAR,Ümraniye Sahnesi,Müzikal,0,Yabancı,29.1047979999999988,41.0250249999999994,46
89,2019-06-01,BİZİM AİLE,Harbiye Cemil Topuzlu Açıkhava Sahnesi,Müzikal,0,Yerli,28.9904399999999995,41.0457770000000011,29
90,2019-12-10,İKİ EFENDİNİN UŞAĞI,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.1047979999999988,41.0250249999999994,2
91,2020-09-26,DANSÖZ / MEK'AN, MEK'AN,Yetişkin,0,Yerli,29.1047979999999988,41.0250249999999994,2
92,2017-12-10,YANGIN YERİNDE ORKİDELER,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.9164819999999985,41.0578459999999978,22
93,2019-06-11,HASTALIK HASTASI,Harbiye Cemil Topuzlu Açıkhava Sahnesi,Yetişkin,0,Yabancı,28.9904399999999995,41.0457770000000011,55
94,2019-11-23,BİR KÜMES HİKAYESİ,Sultangazi Hoca Ahmet Yesevi Sahnesi,Çocuk,0,Yerli,28.8765776999999986,41.0977446799999981,151
95,2019-02-26,HARİKALAR MUTFAĞI,Gaziosmanpaşa Sahnesi,Çocuk,0,Yerli,28.9164819999999985,41.0578459999999978,8
96,2017-12-28,ÇİNGENELER GÖKYÜZÜNDE YAŞAR,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yabancı,28.9888289999999991,41.0467879999999994,49
97,2019-01-14,OCAK'TA BAHAR,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.9888289999999991,41.0467879999999994,109
98,2018-03-03,SIZI,Ümraniye Sahnesi,Yetişkin,0,Yerli,29.1047979999999988,41.0250249999999994,40
99,2020-09-27,KREUTZER SONAT / VERSUS TİYATRO, VERSUS TİYATRO,Yetişkin,0,Yabancı,28.9164819999999985,41.0578459999999978,6
100,2018-12-06,ELMA KURDU KIRTIK,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.015900000000002,52
101,2018-01-10,KARINCALAR - BİR SAVAŞ VARDI,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.0234079999999999,40.9917700000000025,57
102,2019-05-14,YANKI (İBBŞT GENÇ TİYATRO),Kadıköy Haldun Taner Sahnesi,Yetişkin,1,Yabancı,29.0234079999999999,40.9917700000000025,18
103,2019-04-22,"KOCAELİ ŞEHİR TİYATROLARI ""GÜZEL İLE ÇİRKİN""",Kağıthane Sadabad Sahnesi,Çocuk,0,Yabancı,28.9709719999999997,41.0793660000000003,5
104,2019-11-30,HAYAL-İ TEMSİL,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yerli,29.0238170000000011,41.0170639999999977,52
105,2020-02-01,HARİKALAR MUTFAĞI,Üsküdar Musahipzade Celãl Sahnesi,Çocuk,0,Yerli,29.0128999999999984,41.019561000000003,12
106,2019-05-09,KULAKTAN KULAĞA (AHMET RASİM ANADOLU LİSESİ),Kağıthane Sadabad Sahnesi,Yetişkin,1,Yabancı,28.9709719999999997,41.0793660000000003,16
107,2018-12-03,BİR GÜN AYAKKABIMIN TEKİ,Gaziosmanpaşa Ferih Egemen Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.9164819999999985,41.0578459999999978,66
108,2019-10-29,POLLYANNA,Ümraniye Sahnesi,Çocuk,0,Yabancı,29.1047979999999988,41.0250249999999994,12
109,2017-10-17,GEÇ KALANLAR,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.0234079999999999,40.9917700000000025,3
110,2018-01-27,ÜÇ KARDEŞ VE MUHTEŞEM KURT,Gaziosmanpaşa Ferih Egemen Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.9164819999999985,41.0578459999999978,10
111,2017-09-24,FEHİM PAŞA KONAĞI,Ümraniye Sahnesi,Yetişkin,0,Yerli,29.1047979999999988,41.0250249999999994,24
112,2018-01-02,BİZİM AİLE,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.9888289999999991,41.0467879999999994,230
113,2018-02-27,YANGIN YERİNDE ORKİDELER,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.0234079999999999,40.9917700000000025,4
114,2019-02-08,ON İKİ ÖFKELİ ADAM,Sultangazi Hoca Ahmet Yesevi Sahnesi,Yetişkin,0,Yabancı,28.8765776999999986,41.0977446799999981,197
115,2020-01-19,KARAGÖZ ÇİFTLİK BEKÇİSİ,Gaziosmanpaşa Ferih Egemen Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.9164819999999985,41.0578459999999978,14
116,2019-11-14,BEN ÇAĞIRMADIM,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yabancı,28.9164819999999985,41.0578459999999978,46
117,2017-11-16,SIZI,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.0234079999999999,40.9917700000000025,28
118,2018-04-08,SAADET HANIM,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli,28.9709719999999997,41.0793660000000003,22
119,2018-05-22,ZİNCİRE VURULMUŞ PROMETHEUS (BEYKOZ ÜNİ. TİYATRO KULÜBÜ),Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,1,Yabancı,29.0128999999999984,41.019561000000003,5
120,2018-10-07,İKİ ARADA BİR YERDE,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.9709719999999997,41.0793660000000003,24
121,2019-02-08,CİBALİ KARAKOLU,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı,28.9709719999999997,41.0793660000000003,4
122,2019-01-28,UZLAŞMA,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.0234079999999999,40.9917700000000025,148
123,2018-10-28,SAADET HANIM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900000000002,69
124,2017-10-01,KARINCALAR - BİR SAVAŞ VARDI,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900000000002,72
125,2020-02-08,YAŞASIN BARIŞ,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.9888289999999991,41.0467879999999994,25
126,2019-11-01,RÜYA,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.0234079999999999,40.9917700000000025,1
127,2018-02-20,KARINCALAR - BİR SAVAŞ VARDI,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yabancı,28.9164819999999985,41.0578459999999978,97
128,2019-03-20,VAHŞİ BATI,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.0234079999999999,40.9917700000000025,76
129,2019-09-29,TATLI KAÇIK,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yabancı,29.0238170000000011,41.0170639999999977,3
130,2017-12-27,ELMA KURDU KIRTIK,Ümraniye Sahnesi,Çocuk,0,Yerli,29.1047979999999988,41.0250249999999994,101
131,2020-01-10,BİSKÜVİ ADAM,Sultangazi Hoca Ahmet Yesevi Sahnesi,Çocuk,0,Yabancı,28.8765776999999986,41.0977446799999981,23
132,2018-02-08,YAŞASIN BARIŞ,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.0234079999999999,40.9917700000000025,23
133,2017-10-01,BEN ÇAĞIRMADIM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900000000002,49
134,2019-12-22,UZLAŞMA,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.9709719999999997,41.0793660000000003,23
135,2020-01-19,BEN ÇAĞIRMADIM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900000000002,54
136,2018-04-16,AY IŞIĞINDA ŞAMATA,Ümraniye Sahnesi,Yetişkin,0,Yerli,29.1047979999999988,41.0250249999999994,6
137,2019-11-13,TATLI KAÇIK,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.9888289999999991,41.0467879999999994,65
138,2019-12-18,ELMA KURDU KIRTIK,Kağıthane Küçük Kemal Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.9709719999999997,41.0793660000000003,31
139,2018-05-13,RASAT ZAMANI (ERBULAK OYUNCULUK VE YAZARLIK EVİ),Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,1,Yerli,29.0238170000000011,41.0170639999999977,114
140,2017-10-28,YAŞASIN BARIŞ,Gaziosmanpaşa Sahnesi,Çocuk,0,Yerli,28.9164819999999985,41.0578459999999978,65
141,2018-11-03,HAYAL-İ TEMSİL,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.0128999999999984,41.019561000000003,37
142,2020-01-08,KARINCALAR - BİR SAVAŞ VARDI,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.0234079999999999,40.9917700000000025,123
143,2020-03-07,BİR KÜMES HİKAYESİ,Üsküdar Kerem Yılmazer Sahnesi,Çocuk,0,Yerli,29.0238170000000011,41.0170639999999977,11
144,2020-02-03,BİSKÜVİ ADAM,Sultangazi Hoca Ahmet Yesevi Sahnesi,Çocuk,0,Yabancı,28.8765776999999986,41.0977446799999981,46
145,2020-01-25,YAŞASIN BARIŞ,Sultangazi Hoca Ahmet Yesevi Sahnesi,Çocuk,0,Yerli,28.8765776999999986,41.0977446799999981,7
146,2018-05-11,KOKONA UYUYOR (ANKAOĞLU AKADEMİ),Gaziosmanpaşa Sahnesi,Yetişkin,1,Yerli,28.9164819999999985,41.0578459999999978,2
147,2018-10-02,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yabancı,28.9888289999999991,41.0467879999999994,67
148,2020-01-06,BİR GÜN AYAKKABIMIN TEKİ,Kağıthane Küçük Kemal Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.9709719999999997,41.0793660000000003,11
149,2019-11-09,CAN YELEĞİ,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yerli,29.0238170000000011,41.0170639999999977,54
150,2017-10-30,YANGIN YERİNDE ORKİDELER,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.0234079999999999,40.9917700000000025,2
151,2019-12-04,AY IŞIĞINDA ŞAMATA,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli,28.9709719999999997,41.0793660000000003,159
152,2019-01-04,HARİKALAR MUTFAĞI,Sultangazi Hoca Ahmet Yesevi Sahnesi,Çocuk,0,Yerli,28.8765776999999986,41.0977446799999981,71
153,2017-12-09,DEDEKTİF KÖPEK CASH,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.9888289999999991,41.0467879999999994,149
154,2019-03-22,SÖZ VERİYORUM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900000000002,42
155,2020-01-13,MATRUŞKA,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900000000002,41
156,2019-01-28,CAN YELEĞİ,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.0234079999999999,40.9917700000000025,61
157,2020-01-22,TATLI KAÇIK,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.9709719999999997,41.0793660000000003,18
158,2019-03-04,ŞAHANE ZÜĞÜRTLER,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.9709719999999997,41.0793660000000003,164
159,2020-01-13,KARINCALAR - BİR SAVAŞ VARDI,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.0128999999999984,41.019561000000003,61
160,2019-12-10,KARAGÖZ ÇİFTLİK BEKÇİSİ,Gaziosmanpaşa Ferih Egemen Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.9164819999999985,41.0578459999999978,9
161,2020-01-29,"AY, CARMELA!",Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yabancı,29.0238170000000011,41.0170639999999977,15
162,2017-11-27,ELMA KURDU KIRTIK,Gaziosmanpaşa Ferih Egemen Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.9164819999999985,41.0578459999999978,40
163,2020-03-02,BİZİM AİLE,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli,28.9709719999999997,41.0793660000000003,80
164,2020-01-10,OCAK'TA BAHAR,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.1047979999999988,41.0250249999999994,34
165,2018-01-19,BİSKÜVİ ADAM,Ümraniye Sahnesi,Çocuk,0,Yabancı,29.1047979999999988,41.0250249999999994,119
166,2018-05-22,DAMDAKİ KEMANCI (MEF ÜNİ. TİYATRO TOPLULUĞU),Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,1,Yerli,29.0128999999999984,41.019561000000003,64
167,2018-02-22,KARINCALAR - BİR SAVAŞ VARDI,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900000000002,63
168,2019-05-08,KAR (AYDIN ÜNİVERSİTESİ DRAMA VE OYUNCULUK BÖLÜMÜ),Kadıköy Haldun Taner Sahnesi,Yetişkin,1,Yabancı,29.0234079999999999,40.9917700000000025,78
169,2017-11-13,POLLYANNA,Kağıthane Sadabad Sahnesi,Çocuk,0,Yabancı,28.9709719999999997,41.0793660000000003,99
170,2018-10-22,KARINCALAR - BİR SAVAŞ VARDI,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.0128999999999984,41.019561000000003,39
171,2018-03-23,HARİKALAR MUTFAĞI,Üsküdar Musahipzade Celãl Sahnesi,Çocuk,0,Yerli,29.0128999999999984,41.019561000000003,80
172,2018-11-27,HAYAL-İ TEMSİL,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.0128999999999984,41.019561000000003,3
